model_name	token_idx	token	token_category
codellama/CodeLlama-7b-hf	23883	bid	LATIN
codellama/CodeLlama-7b-hf	23884	ási	LATIN
codellama/CodeLlama-7b-hf	23885	muss	LATIN
codellama/CodeLlama-7b-hf	23886	ventory	LATIN
codellama/CodeLlama-7b-hf	23887	meist	LATIN
codellama/CodeLlama-7b-hf	23888	bore	LATIN
codellama/CodeLlama-7b-hf	23889	slider	LATIN
codellama/CodeLlama-7b-hf	23890	дели	CYRILLIC
codellama/CodeLlama-7b-hf	23891	\;	P
codellama/CodeLlama-7b-hf	23892	extracted	LATIN
codellama/CodeLlama-7b-hf	23893	кур	CYRILLIC
codellama/CodeLlama-7b-hf	23894	Edge	LATIN
codellama/CodeLlama-7b-hf	23895	perf	LATIN
codellama/CodeLlama-7b-hf	23896	Brigade	LATIN
codellama/CodeLlama-7b-hf	23897	град	CYRILLIC
codellama/CodeLlama-7b-hf	23898	ienie	LATIN
codellama/CodeLlama-7b-hf	23899	Norden	LATIN
codellama/CodeLlama-7b-hf	23900	cancer	LATIN
